,Molecule_ChEMBL_ID,Molecule_Name,Molecule_Max_Phase,Molecular_Weight,#RO5_Violations,AlogP,Compound_Key,Smiles,Standard_Type,Standard_Relation,Standard_Value,Standard_Units,pChEMBL_Value,Data_Validity_Comment,Comment,Uo_Units,Ligand_Efficiency_BEI,Ligand_Efficiency_LE,Ligand_Efficiency_LLE,Ligand_Efficiency_SEI,Potential_Duplicate,Assay_ChEMBL_ID,Assay_Description,Assay_Type,BAO_Format_ID,BAO_Label,Assay_Organism,Assay_Tissue_ChEMBL_ID,Assay_Tissue_Name,Assay_Cell_Type,Assay_Subcellular_Fraction,Assay_Parameters,Assay_Variant_Accession,Assay_Variant_Mutation,Target_ChEMBL_ID,Target_Name,Target_Organism,Target_Type,Document_ChEMBL_ID,Source_ID,Source_Description,Document_Journal,Document_Year,Cell_ChEMBL_ID,Properties,Standard_Value_nM,base_rdkit_smiles
1062,CHEMBL1771,CLOPIDOGREL,4.0,321.83,0.0,3.67,CLOPIDOGREL,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1
1064,CHEMBL1159650,CLOBETASOL PROPIONATE,4.0,466.98,0.0,4.1,CLOBETASOL PROPIONATE,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
1065,CHEMBL1159650,CLOBETASOL PROPIONATE,4.0,466.98,0.0,4.1,CLOBETASOL PROPIONATE,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
1067,CHEMBL17157,TERFENADINE,4.0,471.69,1.0,6.45,rac-1,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,Ki,'=',40.0,nM,7.4,,,UO_0000065,15.68,0.29,0.95,16.93,False,CHEMBL1048093,Displacement of [3H]pyrilamine from human recombinant histamine H1 receptor expressed in CHO cell by Betaplate scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1155359,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,CHEMBL3308072,,40.0,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
1068,CHEMBL1923529,,0.0,269.35,0.0,2.17,"13, BAS04061445",c1ccc2c(c1)nc1n(CCN3CCCCC3)cnn21,Ki,'=',2630.27,nM,5.58,,,UO_0000065,20.72,0.38,3.41,14.55,False,CHEMBL1926406,Displacement of [3H]mepyramine from human histamine H1 receptor expressed in HEK293 cells after 1 to 1.5 hrs by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1921782,1,Scientific Literature,J. Med. Chem.,2011.0,CHEMBL3307715,,2630.27,c1ccc2c(c1)nc1n(CCN3CCCCC3)cnn21
1069,CHEMBL1923531,,0.0,269.35,0.0,2.17,15,c1ccc2c(c1)n(CCN1CCCCC1)c1ncnn21,Ki,'=',4168.69,nM,5.38,,,UO_0000065,19.97,0.37,3.21,14.03,False,CHEMBL1926406,Displacement of [3H]mepyramine from human histamine H1 receptor expressed in HEK293 cells after 1 to 1.5 hrs by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1921782,1,Scientific Literature,J. Med. Chem.,2011.0,CHEMBL3307715,,4168.69,c1ccc2c(c1)n(CCN1CCCCC1)c1ncnn21
1070,CHEMBL434001,,0.0,298.35,0.0,1.49,"17, T6038191",OCCN1CCN(c2ncnc3c2oc2ccccc23)CC1,Ki,'=',5370.32,nM,5.27,,,UO_0000065,17.66,0.33,3.78,8.03,False,CHEMBL1926406,Displacement of [3H]mepyramine from human histamine H1 receptor expressed in HEK293 cells after 1 to 1.5 hrs by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1921782,1,Scientific Literature,J. Med. Chem.,2011.0,CHEMBL3307715,,5370.32,OCCN1CCN(c2ncnc3c2oc2ccccc23)CC1
1071,CHEMBL1088899,,0.0,293.41,0.0,3.29,11c,Cc1cnc(CC2=C(CCN(C)C)Cc3ccccc32)cn1,Ki,'=',35.0,nM,7.46,,,UO_0000065,25.41,0.46,4.17,25.69,False,CHEMBL1115183,Binding affinity at histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1156971,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,,,35.0,Cc1cnc(CC2=C(CCN(C)C)Cc3ccccc32)cn1
1074,CHEMBL1092649,,0.0,297.38,0.0,3.12,11j,CN(C)CCC1=C(Cc2cnccn2)c2ccc(F)cc2C1,Ki,'=',1.4,nM,8.85,,,UO_0000065,29.77,0.55,5.73,30.51,False,CHEMBL1115183,Binding affinity at histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1156971,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,,,1.4,CN(C)CCC1=C(Cc2cnccn2)c2ccc(F)cc2C1
1075,CHEMBL1460,DIDANOSINE,4.0,236.23,0.0,-0.21,DIDANOSINE,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1
1076,CHEMBL648,CYCLIZINE,4.0,266.39,0.0,3.02,CYCLIZINE,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,IC50,'=',38.0,nM,7.42,,,UO_0000065,27.85,0.51,4.4,114.51,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,38.0,CN1CCN(C(c2ccccc2)c2ccccc2)CC1
1077,CHEMBL1614641,FLUNOXAPROFEN,0.0,285.27,0.0,3.82,FLUNOXAPROFEN,C[C@H](C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,C[C@H](C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1
1078,CHEMBL72,DESIPRAMINE,4.0,266.39,0.0,3.53,DESIPRAMINE,CNCCCN1c2ccccc2CCc2ccccc21,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CNCCCN1c2ccccc2CCc2ccccc21
1080,CHEMBL1222695,,0.0,400.91,0.0,3.12,19,CC(C)(CN1CCN(C2=Cc3ccccc3Cn3cc(Cl)nc32)CC1)C(=O)O,Ki,'=',79.43,nM,7.1,,,UO_0000065,,,,,False,CHEMBL1227641,Antagonist activity at human recombinant histamine H1 receptor expressed in CHO cells by FLPR assay,F,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1221290,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,CHEMBL3308072,,79.43,CC(C)(CN1CCN(C2=Cc3ccccc3Cn3cc(Cl)nc32)CC1)C(=O)O
1081,CHEMBL90,HISTAMINE,4.0,111.15,0.0,-0.09,1,NCCc1c[nH]cn1,Ki,'=',31622.78,nM,4.5,,,UO_0000065,40.49,0.77,4.59,8.23,False,CHEMBL1224925,Displacement of [3H]mepyramine from human histamine H1 receptor N7.45Q mutant expressed in COS-7 cells by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,COS-7,,,P35367,N460Q,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1221171,1,Scientific Literature,Nat. Chem. Biol.,2005.0,CHEMBL3307648,,31622.78,NCCc1c[nH]cn1
1088,CHEMBL1669412,,0.0,291.4,0.0,3.12,12a,c1ccc2c(c1)CC(CCN1CCC1)=C2Cc1cnccn1,Ki,'=',4.3,nM,8.37,,,UO_0000065,28.71,0.52,5.25,28.83,False,CHEMBL1671549,Binding affinity to histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1667811,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011.0,,,4.3,c1ccc2c(c1)CC(CCN1CCC1)=C2Cc1cnccn1
1089,CHEMBL90,HISTAMINE,4.0,111.15,0.0,-0.09,1,NCCc1c[nH]cn1,Ki,'=',79432.82,nM,4.1,,,UO_0000065,36.89,0.7,4.19,7.5,False,CHEMBL1224923,Displacement of [3H]mepyramine from human histamine H1 receptor S3.36T mutant expressed in COS-7 cells by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,COS-7,,,P35367,S111T,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1221171,1,Scientific Literature,Nat. Chem. Biol.,2005.0,CHEMBL3307648,,79432.82,NCCc1c[nH]cn1
1090,CHEMBL1222552,,0.0,266.35,0.0,1.65,5a,C1=C(N2CCNCC2)c2nccn2Cc2ccccc21,Ki,'=',0.631,nM,9.2,,,UO_0000065,,,,,False,CHEMBL1227641,Antagonist activity at human recombinant histamine H1 receptor expressed in CHO cells by FLPR assay,F,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1221290,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,CHEMBL3308072,,0.631,C1=C(N2CCNCC2)c2nccn2Cc2ccccc21
1091,CHEMBL1277125,,0.0,375.47,0.0,4.54,68,O=C(O)C1=CCCN(C2CCC3(Cc4ccccc4Oc4ccccc43)C2)C1,Ki,'=',100.0,nM,7.0,,,UO_0000065,,,,,False,CHEMBL1287093,Antagonist activity against human histamine H1 receptor expressed in CHO cells by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1275351,1,Scientific Literature,J. Med. Chem.,2010.0,CHEMBL3308072,,100.0,O=C(O)C1=CCCN(C2CCC3(Cc4ccccc4Oc4ccccc43)C2)C1
1092,CHEMBL59733,,0.0,442.59,0.0,2.22,32,N[C@H](Cc1nccs1)C(=O)N1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)CC1,Ki,'=',100000.0,nM,4.0,,,UO_0000065,9.04,0.18,1.78,4.51,False,CHEMBL692987,Binding affinity towards Histamine H1 receptor of human membranes.,B,BAO_0000019,assay format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135199,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002.0,,,100000.0,N[C@H](Cc1nccs1)C(=O)N1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)CC1
1093,CHEMBL59870,,0.0,531.74,2.0,5.3,6,CCCCCC(=O)c1ccc(OCCCN2CCN(C(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C)CC2)cc1,Ki,'=',4677.35,nM,5.33,,,UO_0000065,10.02,0.19,0.03,6.04,False,CHEMBL692987,Binding affinity towards Histamine H1 receptor of human membranes.,B,BAO_0000019,assay format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135199,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002.0,,,4677.35,CCCCCC(=O)c1ccc(OCCCN2CCN(C(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C)CC2)cc1
1094,CHEMBL85,RISPERIDONE,4.0,410.49,0.0,3.59,"9, Resperidone",Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Ki,'=',88.0,nM,7.06,,,UO_0000065,17.19,0.32,3.47,11.0,False,CHEMBL691617,Binding affinity towards human H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134342,1,Scientific Literature,J. Med. Chem.,2001.0,,,88.0,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
1096,CHEMBL476108,,0.0,374.89,0.0,4.65,13,O=C(CCCN1CCCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Ki,'=',188.6,nM,6.72,,,UO_0000065,17.94,0.35,2.07,28.55,False,CHEMBL992748,Binding affinity to human cloned histamine H1 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1155799,1,Scientific Literature,Bioorg. Med. Chem.,2008.0,,,188.6,O=C(CCCN1CCCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
1097,CHEMBL3925977,,0.0,516.69,1.0,4.94,12f,O=C(O)c1ccc2cccnc2c1N1CCN(CCc2ccc(OCCCN3CCCCCC3)cc2)CC1,Ki,'>',2511.89,nM,,,,UO_0000065,,,,,False,CHEMBL3870962,Antagonist activity at human Histamine H1 receptor expressed in CHO cells assessed as inhibition of histamine-induced calcium flux preincubated for 30 mins followed by histamine addition by Fluo-4-AM dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3870336,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,CHEMBL3308072,,2511.89,O=C(O)c1ccc2cccnc2c1N1CCN(CCc2ccc(OCCCN3CCCCCC3)cc2)CC1
1098,CHEMBL73135,,0.0,493.01,0.0,4.35,66,NC(=O)N(O)CCC#Cc1ccc(CN2CCN([C@H](c3ccccc3)c3ccc(Cl)cc3)CC2)o1,Ki,'=',150.0,nM,6.82,,,UO_0000065,13.84,0.27,2.47,7.92,False,CHEMBL881222,Inhibition constant against histamine H1 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140446,1,Scientific Literature,J. Med. Chem.,2005.0,,,150.0,NC(=O)N(O)CCC#Cc1ccc(CN2CCN([C@H](c3ccccc3)c3ccc(Cl)cc3)CC2)o1
1101,CHEMBL325516,,0.0,496.57,1.0,6.01,39,O=C(OCCc1ccc(F)cc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,IC50,'=',1280.0,nM,5.89,,,UO_0000065,11.87,0.22,-0.12,17.98,False,CHEMBL691451,Inhibition of histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134625,1,Scientific Literature,J. Med. Chem.,2001.0,,,1280.0,O=C(OCCc1ccc(F)cc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
1102,CHEMBL1935435,,0.0,390.46,0.0,4.59,4e,Fc1ccc(Cn2c(C3CCCN(Cc4ncco4)C3)nc3ccccc32)cc1,Ki,'=',8.1,nM,8.09,,,UO_0000065,,,,,False,CHEMBL1938190,Antagonist activity at histamine H1 receptor,F,BAO_0000019,assay format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1932929,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,,,8.1,Fc1ccc(Cn2c(C3CCCN(Cc4ncco4)C3)nc3ccccc32)cc1
1103,CHEMBL1935438,,0.0,321.42,0.0,3.58,4j,c1ccc(OCCn2c(C3CCCNC3)nc3ccccc32)cc1,Ki,'=',1.0,nM,9.0,,,UO_0000065,,,,,False,CHEMBL1938190,Antagonist activity at histamine H1 receptor,F,BAO_0000019,assay format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1932929,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,,,1.0,c1ccc(OCCn2c(C3CCCNC3)nc3ccccc32)cc1
1104,CHEMBL1935444,,0.0,323.47,0.0,3.77,10a,Cc1ccc(Cn2c(C3CNCCS3)nc3ccccc32)cc1,Ki,'=',1.5,nM,8.82,,,UO_0000065,,,,,False,CHEMBL1938190,Antagonist activity at histamine H1 receptor,F,BAO_0000019,assay format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1932929,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,,,1.5,Cc1ccc(Cn2c(C3CNCCS3)nc3ccccc32)cc1
1107,CHEMBL435301,,0.0,329.83,0.0,4.62,8b,CN(C)C[C@H]1CC2c3ccccc3Oc3ccc(Cl)cc3[C@H]2O1,Ki,'=',4.3,nM,8.37,,,UO_0000065,25.37,0.5,3.75,38.56,False,CHEMBL829679,Inhibition of [3H]pyrilamine binding to human Histamine H1 receptor ,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142715,1,Scientific Literature,J. Med. Chem.,2005.0,,,4.3,CN(C)C[C@H]1CC2c3ccccc3Oc3ccc(Cl)cc3[C@H]2O1
1108,CHEMBL194659,,0.0,313.37,0.0,4.11,8a,CN(C)C[C@H]1CC2c3ccccc3Oc3ccc(F)cc3[C@H]2O1,Ki,'=',7.5,nM,8.12,,,UO_0000065,25.93,0.48,4.01,37.44,False,CHEMBL829679,Inhibition of [3H]pyrilamine binding to human Histamine H1 receptor ,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142715,1,Scientific Literature,J. Med. Chem.,2005.0,,,7.5,CN(C)C[C@H]1CC2c3ccccc3Oc3ccc(F)cc3[C@H]2O1
1109,CHEMBL352375,,0.0,348.53,1.0,5.7,(+)-19,CC(C1=C(CCN(C(C)C)C(C)C)Cc2ccccc21)c1ccccn1,Ki,'=',2454.71,nM,5.61,,,UO_0000065,16.1,0.29,-0.09,34.78,False,CHEMBL692990,Compound was evaluated for binding affinity towards cloned human histamine H1 receptors stably expressed in CHO-K1 cells using [3H]mepyramine,B,BAO_0000219,cell-based format,,,,CHO-K1,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136812,1,Scientific Literature,J. Med. Chem.,2003.0,CHEMBL3307512,,2454.71,CC(C1=C(CCN(C(C)C)C(C)C)Cc2ccccc21)c1ccccn1
1110,CHEMBL156131,,0.0,204.3,0.0,2.31,19a,NCCc1csc(-c2ccccc2)n1,Ki,'=',31622776601683.79,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL692992,Inhibitory activity against human Histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145948,1,Scientific Literature,J. Med. Chem.,2003.0,,,31622776601683.79,NCCc1csc(-c2ccccc2)n1
1112,CHEMBL32813,,0.0,122.17,0.0,0.58,PEA,NCCc1ccccn1,IC50,'=',1258.93,nM,5.9,,,UO_0000065,48.29,0.9,5.32,15.16,False,CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145948,1,Scientific Literature,J. Med. Chem.,2003.0,,,1258.93,NCCc1ccccn1
1113,CHEMBL104947,,0.0,358.44,0.0,2.62,15,CCOC(=O)N1CCN(CCCOc2ccc(-c3c[nH]cn3)cc2)CC1,Ki,'=',1479.11,nM,5.83,,,UO_0000065,16.26,0.31,3.21,8.25,False,CHEMBL692986,Binding affinity of human cortical histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134931,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002.0,,,1479.11,CCOC(=O)N1CCN(CCCOc2ccc(-c3c[nH]cn3)cc2)CC1
1114,CHEMBL239964,,0.0,518.61,0.0,3.83,38e,N#Cc1ccc(C(=O)N2CCN(c3ccc(OC4CCN(C5CCCC5)CC4)cc3)C(=O)C2)cc1.O=CO,Ki,'<',2511.89,nM,,,,UO_0000065,,,,,False,CHEMBL903093,Antagonist activity at human recombinant histamine H1 receptor expressed in CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization,F,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138361,1,Scientific Literature,J. Med. Chem.,2007.0,CHEMBL3308072,,2511.89,N#Cc1ccc(C(=O)N2CCN(c3ccc(OC4CCN(C5CCCC5)CC4)cc3)C(=O)C2)cc1
1117,CHEMBL64235,,0.0,420.62,0.0,4.12,36,CCCCCC(=O)c1ccc(OCCCN2CCN(C(=O)CSCC)CC2)cc1,Ki,'=',1096.48,nM,5.96,,,UO_0000065,14.17,0.28,1.84,11.96,False,CHEMBL692991,Binding affinity for the human Histamine H1 Receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135198,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002.0,,,1096.48,CCCCCC(=O)c1ccc(OCCCN2CCN(C(=O)CSCC)CC2)cc1
1118,CHEMBL343755,,0.0,335.45,0.0,3.05,SS-2c,C[C@H]1C[C@H](C)N1C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,Ki,'=',2500.0,nM,5.6,,,UO_0000065,16.7,0.31,2.55,14.24,False,CHEMBL694564,Binding affinity towards Histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135791,1,Scientific Literature,J. Med. Chem.,2002.0,,,2500.0,C[C@H]1C[C@H](C)N1C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1
1119,CHEMBL157273,,0.0,262.44,0.0,4.48,13g,NCCCCCCCCCCCCc1ccncc1,IC50,'=',398.11,nM,6.4,,,UO_0000065,24.39,0.46,1.92,16.45,False,CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145948,1,Scientific Literature,J. Med. Chem.,2003.0,,,398.11,NCCCCCCCCCCCCc1ccncc1
1120,CHEMBL294061,,0.0,123.16,0.0,0.22,ent-9,N[C@H]1C[C@H]1c1c[nH]cn1,EC50,'>',0.0001,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL691450,Inhibition of human Histamine H1 receptor using [3H]pyrilamine,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145038,1,Scientific Literature,J. Med. Chem.,2003.0,,,0.0001,N[C@H]1C[C@H]1c1c[nH]cn1
1121,CHEMBL98079,,0.0,704.84,2.0,7.02,11,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)(c3ccccc3)C2)cc(OC)c1OC,IC50,'=',6.63,nM,8.18,,,UO_0000065,,,,,False,CHEMBL840937,Antagonistic activity against histamine H1 receptor,F,BAO_0000019,assay format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1129219,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1997.0,,,6.63,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)(c3ccccc3)C2)cc(OC)c1OC
