compound_id,standard_inchi_key,compound_name,synonym,target_id,target_pref_name,gene_names,wildtype_or_mutant,mutation_info,pubmed_id,standard_type,standard_relation,standard_value,standard_units,activity_comment,ep_action_mode,assay_format,assaytype,assay_subtype,inhibitor_type,detection_tech,assay_cell_line,compound_concentration_value,compound_concentration_value_unit,substrate_type,substrate_relation,substrate_value,substrate_units,assay_description,title,journal,doc_type,annotation_comments
CHEMBL240178,BPDXEOHDRPKAKE-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18052318.0,KI,<,2511.89,NM,,,cell_based,,,,,CHO,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,J. Med. Chem.,PUBLICATION,
CHEMBL400224,BPXYTXXFLQUXFX-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18052318.0,KI,<,2511.89,NM,,,cell_based,,,,,CHO,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,J. Med. Chem.,PUBLICATION,
CHEMBL275507,BPZGZNLONLANFE-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,14667234.0,ALPHA,=,0.69,,,,,,,,,,,,,,,,Intrinsic activity was determined,Synthesis and pharmacological identification of neutral histamine H1-receptor antagonists.,J. Med. Chem.,PUBLICATION,
CHEMBL275507,BPZGZNLONLANFE-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,14667234.0,IC50,=,794.33,NM,,,,,,,,,,,,,,,Inhibitory activity against human Histamine H1 receptor,Synthesis and pharmacological identification of neutral histamine H1-receptor antagonists.,J. Med. Chem.,PUBLICATION,
CHEMBL275507,BPZGZNLONLANFE-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,14667234.0,KI,=,501187233627271,NM,,,,,,,,,,,,,,,Inhibitory activity against human Histamine H1 receptor,Synthesis and pharmacological identification of neutral histamine H1-receptor antagonists.,J. Med. Chem.,PUBLICATION,
CHEMBL398615,BQDBKDMTIJBJLA-UHFFFAOYSA-N,METOPIMAZINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,-1.0,Ki,=,8.4,NM,,,,binding,,,,,,,,,,,,,,,
CHEMBL257606,BQWBRQKHFWLAJX-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18353639.0,INHIBITION,=,5,%,,,cell_based,,,,,,,,,,,,Displacement of [3H]pyrilamine from human H1 receptor expressed in monkey COS7 cells at 1 uM,Diamine derivatives containing imidazolidinylidene propanedinitrile as a new class of histamine H3 receptor antagonists. Part I.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL257606,BQWBRQKHFWLAJX-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18353639.0,INHIBITION,=,9,%,,,cell_based,,,,,,,,,,,,Displacement of [3H]pyrilamine from human H1 receptor expressed in monkey COS7 cells at 10 uM,Diamine derivatives containing imidazolidinylidene propanedinitrile as a new class of histamine H3 receptor antagonists. Part I.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3218986,BRAGRHFEIYNRST-UXHICEINSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,INHIBITION,=,50,%,,,,,,,,,,,,,,,Binding affinity to histamine H1 receptor (unknown origin) at 10 uM by displacement assay relative to control,,MedChemComm,PUBLICATION,
CHEMBL3220884,BRGLCLCWSZIUEA-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,PEC50,,,,Not Determined,,cell_based,,,,,,,,,,,,Agonist activity at human recombinant histamine H1 receptor expressed in Sf9 cells coexpressing RGS4 preincubated for 2 mins before [gamma32P]GTP addition measured after 20 mins by steady-state GTPase activity assay,,MedChemComm,PUBLICATION,
CHEMBL3220884,BRGLCLCWSZIUEA-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,PKB,<,5,,,,cell_based,,,,,,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in Sf9 cells coexpressing RGS4 assessed as inhibition of histamine-induced [gamma33P]GTP hydrolysis preincubated for 2 mins before [gamma32P]GTP addition measured after 20 mins by steady-state GTPase activity assay,,MedChemComm,PUBLICATION,
CHEMBL232104,BRIVIXLMMUIBJY-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,17606674.0,INHIBITION,,,,Not Active,,,,,,,,,,,,,,Inhibition of histamine H1 receptor at 10 uM,"Efficacy, pharmacokinetics, and metabolism of tetrahydroquinoline inhibitors of Plasmodium falciparum protein farnesyltransferase.",Antimicrob. Agents Chemother.,PUBLICATION,
CHEMBL1783964,BRMMBDRDSQRBHU-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19443217.0,IC50,=,120,NM,,,cell_based,,,,,SK-N-SH,,,,,,,Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium level increase during phase-1 compound incubated before histamine addition by Fura-2 based fluorometric assay,Synthesis and biological evaluation of novel gamma-carboline analogues of Dimebon as potent 5-HT6 receptor antagonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1783964,BRMMBDRDSQRBHU-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19443217.0,IC50,=,500,NM,,,organism_based,,,,,SK-N-SH,,,,,,,Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium flow during phase-II compound dosed after histamine addition by Fura-2 based fluorometric assay,Synthesis and biological evaluation of novel gamma-carboline analogues of Dimebon as potent 5-HT6 receptor antagonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL513883,BRPONMOKDIJLJF-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18950149.0,KB,=,1400,NM,,,cell_based,,,,,U373 MG,,,,,,,Antagonist activity at histamine H1 receptor in human U373 MG cells assessed as inhibition of histamine-induced intracellular calcium level preincubated for 15 mins prior to histamine challenge,"Acylguanidines as bioisosteres of guanidines: NG-acylated imidazolylpropylguanidines, a new class of histamine H2 receptor agonists.",J. Med. Chem.,PUBLICATION,
CHEMBL303044,BRUVXRVRSSLLEL-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,2959777.0,CHANGE,=,0,%,,,,,,,,,,,,,,,Effect on peripheral vasculature of the rabbit as percentage change in contractility.,Congener derivatives and conjugates of histamine: synthesis and tissue and receptor selectivity of the derivatives.,J. Med. Chem.,PUBLICATION,
CHEMBL303044,BRUVXRVRSSLLEL-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,2959777.0,EFFECT,=,,,,,,,,,,,,,,,,,Effect on histamine type 1 receptor mediated contraction of the isolated rabbit aorta was determined; - means no response,Congener derivatives and conjugates of histamine: synthesis and tissue and receptor selectivity of the derivatives.,J. Med. Chem.,PUBLICATION,
CHEMBL193639,BSOLCASXROXPRZ-MQSINFNDSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,15771415.0,KI,=,0.52,NM,,,,,,,,,,,,,,,Inhibition of [3H]pyrilamine binding to human Histamine H1 receptor ,Discovery of new tetracyclic tetrahydrofuran derivatives as potential broad-spectrum psychotropic agents.,J. Med. Chem.,PUBLICATION,
CHEMBL193639,BSOLCASXROXPRZ-MQSINFNDSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,15771415.0,KI,=,0.6,NM,,,,,,,,,,,,,,,Inhibition of [3H]pyrilamine binding to human Histamine H1 receptor ,Discovery of new tetracyclic tetrahydrofuran derivatives as potential broad-spectrum psychotropic agents.,J. Med. Chem.,PUBLICATION,
CHEMBL366164,BSOLCASXROXPRZ-MUKKUYKPSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,15771415.0,KI,=,1.4,NM,,,,,,,,,,,,,,,Inhibition of [3H]pyrilamine binding to human Histamine H1 receptor ,Discovery of new tetracyclic tetrahydrofuran derivatives as potential broad-spectrum psychotropic agents.,J. Med. Chem.,PUBLICATION,
CHEMBL363581,BSOLCASXROXPRZ-SHZHJNINSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,15771415.0,KI,=,1.2,NM,,,,,,,,,,,,,,,Inhibition of [3H]pyrilamine binding to human Histamine H1 receptor ,Discovery of new tetracyclic tetrahydrofuran derivatives as potential broad-spectrum psychotropic agents.,J. Med. Chem.,PUBLICATION,
CHEMBL1808426,BSUNLXLBVQPAFJ-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,21724392.0,INHIBITION,<,50,%,,,,,,,,,,,,,,,Inhibition of histamine H1 receptor at 0.5 uM,Rigidized 1-aryl sulfonyl tryptamines: synthesis and pharmacological evaluation as 5-HT6 receptor ligands.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL320003,BSVGNAQMDXJFNE-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,=,6.39,NM,,,,,,,,,,,,,,,Antagonistic activity against histamine H1 receptor,,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL25,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,ASPIRIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL25,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,ASPIRIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL104344,BTCOIJOGNYPDOY-FQEVSTJZSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12372500.0,KI,=,2500,NM,,,,,,,,,,,,,,,Binding affinity to the human Histamine H1 receptor,Synthesis and evaluation of potent pyrrolidine H(3) antagonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL239964,BTGWCFVBMYAJIJ-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18052318.0,KI,<,2511.89,NM,,,cell_based,,,,,CHO,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,J. Med. Chem.,PUBLICATION,
CHEMBL3220653,BTLGXJUDLJOGSO-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,PEC50,,,,Not Active,,cell_based,,,,,,,,,,,,Agonist activity at human recombinant histamine H1 receptor expressed in Sf9 cells coexpressing RGS4 preincubated for 2 mins before [gamma32P]GTP addition measured after 20 mins by steady-state GTPase activity assay,,MedChemComm,PUBLICATION,
CHEMBL106596,BTQCFHMSBTVCNT-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12372505.0,KI,=,7762.47,NM,,,,,,,,,,,,,,,Binding affinity of human cortical histamine H1 receptor,Aminoalkoxybiphenylnitriles as histamine-3 receptor ligands.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL328573,BTSCZNWXJQSJIE-QFBILLFUSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,15125929.0,KI,=,0.64,NM,,,cell_based,,,,,CHO,,,,,,,Ability to displace [3H]pyrilamine from human cloned histamine H1 receptor expressed in CHO cells,"Synthesis and structure-activity relationship of 2-(aminoalkyl)-3,3a,8,12b-tetrahydro-2H-dibenzocyclohepta[1,2-b]furan derivatives: a novel series of 5-HT(2A/2C) receptor antagonists.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL83658,BTSCZNWXJQSJIE-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,11755364.0,IC50,=,6.76,NM,,,cell_based,,,,,CHO,,,,,,,Binding affinity for human cloned Histamine H1 receptor expressed in CHO cells using [3H]pyrilamine as radioligand,"Synthesis and structure-activity relationship of 2-(aminoalkyl)-2,3,3a,8-tetrahydrodibenzo[c,f]isoxazolo[2,3-a]azepine derivatives: a novel series of 5-HT(2A/2C) receptor antagonists. Part 1.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL83658,BTSCZNWXJQSJIE-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,11755364.0,IC50,>,1000,NM,,,cell_based,,,,,CHO,,,,,,,Binding affinity for human cloned Histamine H1 receptor expressed in CHO cells using [3H]pyrilamine as radioligand,"Synthesis and structure-activity relationship of 2-(aminoalkyl)-2,3,3a,8-tetrahydrodibenzo[c,f]isoxazolo[2,3-a]azepine derivatives: a novel series of 5-HT(2A/2C) receptor antagonists. Part 1.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL83658,BTSCZNWXJQSJIE-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,11755365.0,IC50,=,6.76,NM,,,cell_based,,,,,CHO,,,,,,,Binding affinity at human cloned Histamine H1 receptor expressed in CHO cells by [3H]pyrilamine displacement.,"Synthesis and structure-activity relationship of 2-(aminoalkyl)-2,3,3a,8-tetrahydrodibenzo[c,f]isoxazolo[2,3-a]azepine derivatives: a novel series of 5-HT(2A/2C) receptor antagonists. Part 2.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL83658,BTSCZNWXJQSJIE-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12443779.0,IC50,=,6.76,NM,,,,,,,,,,,,,,,Binding affinity against Histamine H1 receptor,2-(Dimethylaminomethyl)-tetrahydroisoxazolopyridobenzazepine derivatives. Synthesis of a new 5-HT(2C) antagonist with potential anxiolytic properties.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL105071,BTXYSVCTMDAUJN-QHCPKHFHSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12372500.0,KI,=,2300,NM,,,,,,,,,,,,,,,Binding affinity to the human Histamine H1 receptor,Synthesis and evaluation of potent pyrrolidine H(3) antagonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1762,BUJAGSGYPOAWEI-UHFFFAOYSA-N,TOCAINIDE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1762,BUJAGSGYPOAWEI-UHFFFAOYSA-N,TOCAINIDE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL3590089,BUVAGKGIBHOSMY-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,25936259.0,ACTIVITY,=,-2,%,,,cell_based,,,,,,,,,,,,Agonist activity at human recombinant H1 receptor expressed in HEK-293 cells assessed as intracellular Ca2+ release at 1 uM by fluorimetry,Novel spirohydantoin derivative as a potent multireceptor-active antipsychotic and antidepressant agent.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL3590089,BUVAGKGIBHOSMY-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,25936259.0,INHIBITION,=,-6,%,,,cell_based,,,,,,,,,,,,Displacement of [3H]-pyrilamine from human cloned H1 receptor expressed in HEK293 cells at 1 uM by scintillation counting analysis,Novel spirohydantoin derivative as a potent multireceptor-active antipsychotic and antidepressant agent.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL3590089,BUVAGKGIBHOSMY-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,25936259.0,INHIBITION,=,63,%,,,cell_based,,,,,,,,,,,,Antagonist activity at human recombinant H1 receptor expressed in HEK-293 cells assessed as inhibition of histamine-induced intracellular Ca2+ release at 1 uM by fluorimetry,Novel spirohydantoin derivative as a potent multireceptor-active antipsychotic and antidepressant agent.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL3633184,BUYVTPGEWYQFCF-RSPOEFSDSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,26428869.0,ACTIVITY,=,0.17,%,,,cell_based,,,,,,,,,,,,Agonist activity at histamine H1 receptor (unknown origin) expressed in CHO cells assessed as calcium mobilization at 3 uM,"Discovery of dihydroquinazolinone derivatives as potent, selective, and CNS-penetrant M1 and M4 muscarinic acetylcholine receptors agonists.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3633184,BUYVTPGEWYQFCF-RSPOEFSDSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,26428869.0,INHIBITION,=,5.59,%,,,cell_based,,,,,,,,,,,,Antagonist activity at histamine H1 receptor (unknown origin) expressed in CHO cells assessed as calcium mobilization at 3 uM,"Discovery of dihydroquinazolinone derivatives as potent, selective, and CNS-penetrant M1 and M4 muscarinic acetylcholine receptors agonists.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3633184,BUYVTPGEWYQFCF-RSPOEFSDSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,26428869.0,INHIBITION,=,6,%,,,,,,,,,,,,,,,Binding affinity to histamine H1 receptor (unknown origin) at 3 uM by radioligand-binding assay,"Discovery of dihydroquinazolinone derivatives as potent, selective, and CNS-penetrant M1 and M4 muscarinic acetylcholine receptors agonists.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL481280,BUZBVOKDNAZIIM-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18588282.0,INHIBITION,=,22,%,,,,,,,,,,,,,,,Inhibition of histamine H1 receptor at 1 uM,"Identification of a potent, selective, and orally active leukotriene a4 hydrolase inhibitor with anti-inflammatory activity.",J. Med. Chem.,PUBLICATION,
CHEMBL257901,BVMLPMCCWDUGDH-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18248991.0,KI,>,2511.89,NM,,,,,,,,,,,,,,,Antagonist activity at histamine H1 receptor by FLIPR assay,New fused benzazepine as selective D3 receptor antagonists. Synthesis and biological evaluation. Part one: [h]-fused tricyclic systems.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1092496,BVRYNXDISKCAFZ-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,20188547.0,KI,=,69,NM,,,cell_based,,,,,CHO,,,,,,,Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO Flp-In cells after 90 mins by scintillation counting,Novel benzothiophene H1-antihistamines for the treatment of insomnia.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1910379,BWBDWEIXBARWJD-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,21944853.0,KI,=,776.25,NM,,,cell_based,,,,,Sf9,,,,,,,Displacement of [3H]mepyramine from human H1R expressed in Sf9 cells co-expressing RGS4 after 90 mins by liquid scintillation counting,"Mepyramine-JNJ7777120-hybrid compounds show high affinity to hH(1)R, but low affinity to hH(4)R.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1077636,BWNYFRHMGXLSFD-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19791743.0,PEC50,,,,Not Determined,,cell_based,,,,,,,,,,,,Agonist activity at human histamine H1 receptor expressed in Sf9 cells coexpressing RGS4 by steady-state GTPase assay,Synthesis and structure-activity relationships of cyanoguanidine-type and structurally related histamine H4 receptor agonists.,J. Med. Chem.,PUBLICATION,
CHEMBL1077636,BWNYFRHMGXLSFD-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19791743.0,PKB,<,5,,,,cell_based,,,,,,,,,,,,Antagonist activity at human histamine H1 receptor expressed in Sf9 cells coexpressing RGS4 by steady-state GTPase assay,Synthesis and structure-activity relationships of cyanoguanidine-type and structurally related histamine H4 receptor agonists.,J. Med. Chem.,PUBLICATION,
CHEMBL63003,BWVYMOZIPOAYMY-MUUNZHRXSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12113836.0,KI,=,1995.26,NM,,,,,,,,,,,,,,,Binding affinity towards Histamine H1 receptor of human membranes.,Structure-activity relationships of non-imidazole H(3) receptor ligands. Part 2: binding preference for D-amino acids motifs.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL294502,BXDDBQXEMSRCFW-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12113835.0,KI,=,1905.46,NM,,,,,,,,,,,,,,,Binding affinity for the human Histamine H1 Receptor,Structure-activity relationships of non-imidazole H(3) receptor ligands. Part 1.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1765111,BXUKKRHEMKVWOY-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,21381763.0,KI,=,15.85,NM,,,cell_based,,,,,CHO,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in intact CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization by FLIPR assay,The discovery of phthalazinone-based human H1 and H3 single-ligand antagonists suitable for intranasal administration for the treatment of allergic rhinitis.,J. Med. Chem.,PUBLICATION,
CHEMBL1460,BXZVVICBKDXVGW-NKWVEPMBSA-N,DIDANOSINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1460,BXZVVICBKDXVGW-NKWVEPMBSA-N,DIDANOSINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL91,BYBLEWFAAKGYCD-UHFFFAOYSA-N,MICONAZOLE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL91,BYBLEWFAAKGYCD-UHFFFAOYSA-N,MICONAZOLE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL292275,BYKHDCPMWIUHPJ-VGOFMYFVSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12113835.0,KI,=,616.6,NM,,,,,,,,,,,,,,,Binding affinity for the human Histamine H1 Receptor,Structure-activity relationships of non-imidazole H(3) receptor ligands. Part 1.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL256650,BYMRLNXYRMIIKD-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18248991.0,KI,>,3162.28,NM,,,,,,,,,,,,,,,Antagonist activity at histamine H1 receptor by FLIPR assay,New fused benzazepine as selective D3 receptor antagonists. Synthesis and biological evaluation. Part one: [h]-fused tricyclic systems.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL628,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,PENTOXIFYLLINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL628,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,PENTOXIFYLLINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL242603,BZIIORPIORBBJU-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,17867665.0,PKB,=,5.9,,,,cell_based,,,,,CHO,,,,,,,Binding affinity to human histamine H1 receptor expressed in CHO cells by FLIPR assay,"1,2,4-triazol-3-yl-thiopropyl-tetrahydrobenzazepines: a series of potent and selective dopamine D(3) receptor antagonists.",J. Med. Chem.,PUBLICATION,
CHEMBL20,BZKPWHYZMXOIDC-UHFFFAOYSA-N,ACETAZOLAMIDE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
